timestamp_ms ,valid_samples ,distance_cm,95
0,95.34,7,95
100,59.83,7,95
210,58.28,7,95
321,78.72,7,95
440,86.08,7,95
561,85.19,7,95
681,71.84,7,95
798,59.79,7,95
909,58.66,7,95
1019,57.82,7,95
1130,65.91,7,95
1246,93.37,7,95
1371,93.43,7,95
1496,86.51,7,95
1616,90.55,7,95
1739,94.59,7,95
1865,95.1,7,95
1990,97.22,7,95
2117,99.83,7,95
2245,100.82,7,95
2523,96.65,7,95
2650,96.12,7,95
2776,94.96,7,95
2902,94.8,7,95
3026,94.76,7,95
3152,78.17,7,95
3271,77.54,7,95
3389,70.28,7,95
3505,74.96,7,95
3622,71.3,7,95
3738,74.19,7,95
3856,86.44,7,95
3977,93.8,7,95
4102,93.7,7,95
4228,93.47,7,95
4353,93.61,7,95
4477,93.8,7,95
4602,93.8,7,95
4728,93.91,7,95
4853,94.19,7,95
4978,94.35,7,95
5104,93.91,7,95
5229,93.87,7,95
5355,93.46,7,95
5480,93.2,7,95
5605,92.76,7,95
5730,92.82,7,95
5855,92.73,7,95
5979,92.72,7,95
6104,92.72,7,95
6228,92.62,7,95
6353,92.42,7,95
6478,92.18,7,95
6603,92.0,7,95
6727,92.02,7,95
6852,92.09,7,95
6976,92.53,7,95
7101,92.83,7,95
7226,92.87,7,95
7351,93.11,7,95
7476,93.25,7,95
7601,93.12,7,95
7726,93.04,7,95
7851,93.08,7,95
7975,93.12,7,95
8100,93.67,7,95
8225,94.61,7,95
8351,96.31,7,95
8477,98.61,6,95
8610,95.14,7,95
8735,94.38,7,95
8861,94.76,7,95
8987,95.57,7,95
9113,96.86,7,95
9239,101.9,7,95
9368,100.79,7,95
9496,99.68,7,95
9623,99.52,7,95
9751,100.39,7,95
9879,101.23,7,95
10007,99.53,5,95
10146,100.61,7,95
10274,101.29,7,95
10402,101.54,7,95
10531,102.62,6,95
10665,104.2,4,95
10811,102.95,7,95
11251,99.64,3,95
11680,98.39,4,95
12398,102.08,3,95
12537,103.14,3,95
12678,100.86,7,95
12806,101.94,7,95
12935,101.4,7,95
13952,103.28,3,95
15300,103.15,6,95
15431,102.82,7,95
15560,102.16,7,95
15688,102.54,7,95
15817,103.33,5,95
15958,102.75,7,95
16087,101.77,7,95
16216,102.06,7,95
16344,102.93,7,95
16473,101.62,7,95
16602,101.37,6,95
16735,101.28,6,95
16869,101.19,7,95
16998,101.0,7,95
17126,100.76,6,95
17259,102.86,5,95
17399,102.74,7,95
17528,102.05,7,95
17657,101.79,7,95
17785,101.65,7,95
17914,101.61,7,95
18042,101.6,7,95
18171,102.55,4,95
18317,99.59,5,95
18455,95.61,7,95
18581,96.04,7,95
18708,97.01,6,95
18840,96.3,7,95
18966,94.98,7,95
19092,94.42,7,95
19218,94.6,7,95
19343,94.43,7,95
19469,94.17,7,95
19594,93.81,7,95
19720,93.82,7,95
19845,93.89,7,95
19970,93.84,7,95
20096,93.63,7,95
20220,93.68,7,95
20345,93.87,7,95
20471,93.82,7,95
20596,93.81,7,95
20721,93.71,7,95
20847,93.9,7,95
20972,94.35,7,95
21098,94.43,7,95
21223,94.83,7,95
21349,95.0,7,95
21475,94.5,7,95
21600,94.23,7,95
21726,94.41,7,95
21852,94.37,7,95
21977,94.34,7,95
22103,93.87,7,95
22227,93.91,7,95
22352,93.9,7,95
22478,93.88,7,95
22603,93.86,7,95
22729,86.67,7,95
22850,75.02,7,95
22969,93.79,7,95
23092,93.85,7,95
23217,86.62,7,95
23337,78.06,7,95
23456,71.35,7,95
23573,75.31,7,95
23692,93.79,7,95
23817,93.88,7,95
23942,93.83,7,95
24068,86.62,7,95
24188,75.07,7,95
24306,86.21,7,95
24427,93.53,7,95
24551,93.39,7,95
24675,93.61,7,95
24800,78.82,7,95
24919,76.04,7,95
25036,93.45,7,95
25159,93.89,7,95
25285,93.85,7,95
25410,93.84,7,95
25535,93.88,7,95
25661,93.88,7,95
25786,93.89,7,95
25911,93.92,7,95
26037,93.9,7,95
26162,93.87,7,95
26288,94.08,7,95
26413,93.99,7,95
26537,93.82,7,95
26663,93.82,7,95
26788,94.15,7,95
26914,93.87,7,95
27039,93.96,7,95
27164,93.81,7,95
27290,93.43,7,95
27413,93.22,7,95
27536,92.86,7,95
27659,93.81,7,95
27785,93.17,7,95
27908,93.03,7,95
28030,94.06,7,95
28156,94.32,7,95
28281,93.96,7,95
28407,93.55,7,95
28530,93.33,7,95
28655,93.52,7,95
28780,93.55,7,95
28906,93.71,7,95
29031,93.74,7,95
29156,93.8,7,95
29281,93.91,7,95
29407,94.41,7,95
29532,94.45,7,95
29658,94.31,7,95
29784,94.15,7,95
29908,94.07,7,95
30034,94.18,7,95
30159,94.48,7,95
30285,94.89,7,95
30410,94.96,7,95
30536,94.91,7,95
30662,94.89,7,95
30788,95.26,7,95
30914,94.8,7,95
31039,94.37,7,95
31165,95.89,7,95
31291,97.17,4,95
31435,95.75,4,95
31567,95.35,7,95
31693,94.64,7,95
31819,94.05,7,95
31944,93.75,7,95
32070,93.33,7,95
32195,92.72,7,95
32320,92.25,7,95
32445,91.91,7,95
32569,91.47,7,95
32694,91.06,7,95
32818,90.87,7,95
32942,91.03,7,95
33065,91.5,7,95
33190,92.16,7,95
33314,92.57,7,95
33439,92.96,7,95
33564,93.35,7,95
33689,93.35,7,95
33813,76.39,7,95
33931,93.61,7,95
34054,93.43,7,95
34178,79.95,7,95
34296,93.77,7,95
34421,79.37,7,95
34541,75.81,7,95
34659,93.17,7,95
34784,92.98,7,95
34909,92.88,7,95
35034,92.79,7,95
35159,92.71,7,95
35283,92.82,7,95
35408,93.07,7,95
35533,93.31,7,95
35658,93.36,7,95
35783,93.37,7,95
35908,93.34,7,95
36033,93.07,7,95
36158,93.55,7,95
36283,93.64,7,95
36409,93.64,7,95
36534,93.61,7,95
36659,93.62,7,95
36785,93.64,7,95
36910,93.66,7,95
37035,79.75,7,95
37153,79.86,7,95
37273,93.61,7,95
37398,93.6,7,95
37523,93.33,7,95
37648,85.53,7,95
37769,79.06,7,95
37888,93.12,7,95
38010,93.1,7,95
38133,93.1,7,95
38259,93.28,7,95
38384,93.19,7,95
38509,93.32,7,95
38634,93.31,7,95
38757,94.05,7,95
38882,94.08,7,95
39008,93.74,7,95
39133,93.98,7,95
39259,93.63,7,95
39384,93.64,7,95
39508,78.04,7,95
39627,86.09,7,95
39748,93.32,7,95
39873,92.83,7,95
39998,92.73,7,95
40123,92.75,7,95
40248,92.77,7,95
40373,92.74,7,95
40498,93.17,7,95
40623,93.25,7,95
40748,93.29,7,95
40872,92.88,7,95
40997,92.61,7,95
41122,92.48,7,95
41247,92.38,7,95
41371,92.42,7,95
41496,92.55,7,95
41621,92.62,7,95
41746,92.54,7,95
41871,92.56,7,95
41995,92.54,7,95
42120,92.49,7,95
42245,92.38,7,95
42370,92.17,7,95
42494,92.18,7,95
42618,92.33,7,95
42743,92.46,7,95
42868,92.65,7,95
42993,92.63,7,95
43118,92.64,7,95
43242,92.7,7,95
43367,92.77,7,95
43492,92.59,7,95
43617,92.44,7,95
43742,92.29,7,95
43867,92.23,7,95
43991,92.25,7,95
44115,92.39,7,95
44240,92.72,7,95
44365,92.85,7,95
44490,92.72,7,95
44615,92.65,7,95
44740,92.8,7,95
44864,92.54,7,95
44989,92.56,7,95
45114,92.75,7,95
45239,92.64,7,95
45364,92.65,7,95
45489,92.65,7,95
45614,92.7,7,95
45739,92.63,7,95
45862,92.54,7,95
45987,92.63,7,95
46112,92.63,7,95
46237,92.58,7,95
46362,92.34,7,95
46487,92.26,7,95
46611,92.12,7,95
46736,92.04,7,95
46861,92.15,7,95
46985,92.22,7,95
47110,92.27,7,95
47235,92.25,7,95
47360,92.33,7,95
47483,92.35,7,95
47608,92.35,7,95
47733,92.33,7,95
47858,92.33,7,95
47982,92.31,7,95
48107,92.31,7,95
48232,92.34,7,95
48357,92.37,7,95
48481,92.3,7,95
48606,92.24,7,95
48731,91.88,7,95
48855,91.8,7,95
48979,91.74,7,95
49103,92.01,7,95
49228,91.92,7,95
49353,91.73,7,95
49477,91.74,7,95
49602,91.91,7,95
49726,91.98,7,95
49851,91.93,7,95
49975,92.05,7,95
50100,92.17,7,95
50225,92.25,7,95
50349,92.28,7,95
50473,92.24,7,95
50598,92.53,7,95
50722,92.55,7,95
50847,92.47,7,95
50972,92.46,7,95
51097,92.53,7,95
51222,92.52,7,95
51347,92.54,7,95
51471,92.54,7,95
51596,92.62,7,95
51721,92.79,7,95
51846,92.8,7,95
51971,92.7,7,95
52096,92.8,7,95
52220,92.97,7,95
52345,92.74,7,95
52470,92.73,7,95
52595,92.79,7,95
52720,93.07,7,95
52845,93.07,7,95
52970,93.09,7,95
53095,93.07,7,95
53220,93.0,7,95
53345,92.94,7,95
53470,92.87,7,95
53595,92.84,7,95
53720,92.91,7,95
53844,92.93,7,95
53969,92.92,7,95
54094,92.8,7,95
54219,92.63,7,95
