timestamp_ms ,valid_samples ,distance_cm,35
0,35.21,7,35
100,35.06,7,35
200,35.99,7,35
302,36.73,7,35
404,39.09,7,35
506,42.01,7,35
610,42.03,7,35
714,42.44,7,35
818,42.44,7,35
922,42.44,7,35
1026,42.43,7,35
1130,42.42,7,35
1234,42.43,7,35
1339,42.44,7,35
1442,42.44,7,35
1547,40.92,7,35
1650,35.39,7,35
1752,36.46,7,35
1853,35.44,7,35
1954,35.44,7,35
2056,35.43,7,35
2157,34.97,7,35
2257,35.01,7,35
2359,34.75,7,35
2460,34.84,7,35
2561,35.39,7,35
2662,34.88,7,35
2763,34.96,7,35
2865,34.93,7,35
2965,35.37,7,35
3066,35.21,7,35
3168,34.93,7,35
3269,35.21,7,35
3369,35.67,7,35
3471,35.61,7,35
3572,34.49,7,35
3674,33.7,7,35
3774,33.07,7,35
3874,33.75,7,35
3975,34.07,7,35
4075,33.46,7,35
4176,33.7,7,35
4277,33.7,7,35
4377,33.69,7,35
4477,34.32,7,35
4579,34.32,7,35
4679,33.96,7,35
4780,33.49,7,35
4880,33.96,7,35
4981,33.96,7,35
5082,33.96,7,35
5182,34.75,7,35
5283,33.71,7,35
5384,34.27,7,35
5485,33.96,7,35
5585,33.82,7,35
5686,33.8,7,35
5786,33.96,7,35
5886,33.5,7,35
5988,33.82,7,35
6088,33.8,7,35
6189,33.96,7,35
6289,33.44,7,35
6389,34.07,7,35
6491,33.62,7,35
6591,34.23,7,35
6691,34.22,7,35
6793,34.23,7,35
6893,34.22,7,35
6993,34.33,7,35
7095,34.22,7,35
7195,34.75,7,35
7297,34.22,7,35
7397,34.22,7,35
7498,34.23,7,35
7599,34.22,7,35
7699,34.86,7,35
7800,34.27,7,35
7901,35.44,7,35
8002,34.63,7,35
8103,34.85,7,35
8204,35.2,7,35
8305,34.72,7,35
8407,34.49,7,35
8507,34.49,7,35
8608,35.01,7,35
8710,35.21,7,35
8810,34.82,7,35
8911,35.95,7,35
9013,35.8,7,35
9114,35.89,7,35
9216,35.2,7,35
9317,35.58,7,35
9418,35.53,7,35
9520,35.95,7,35
9621,36.14,7,35
9722,35.07,7,35
9824,35.16,7,35
9925,35.02,7,35
10025,34.6,7,35
10127,34.73,7,35
10228,34.49,7,35
10329,34.79,7,35
10430,34.28,7,35
10530,34.11,7,35
10632,34.21,7,35
10732,33.39,7,35
10832,33.75,7,35
10933,33.67,7,35
11034,34.59,7,35
11134,34.75,7,35
11236,34.75,7,35
11336,34.75,7,35
11438,34.75,7,35
11539,34.75,7,35
11639,34.75,7,35
11741,36.0,7,35
11842,36.06,7,35
11943,35.37,7,35
12045,35.4,7,35
12146,35.72,7,35
12248,35.72,7,35
12349,34.74,7,35
12450,35.91,7,35
12552,35.26,7,35
12653,35.44,7,35
12754,35.25,7,35
12855,36.32,7,35
12957,34.98,7,35
13058,35.28,7,35
13159,35.93,7,35
13260,35.29,7,35
13362,35.2,7,35
13463,35.97,7,35
13564,36.36,7,35
13667,38.01,7,35
13768,42.82,7,35
13873,42.83,7,35
13977,42.6,7,35
14082,42.6,7,35
14186,35.66,7,35
14287,35.83,7,35
14389,34.92,7,35
14490,35.6,7,35
14592,35.83,7,35
14693,35.69,7,35
14794,35.7,7,35
14896,36.08,7,35
14997,36.37,7,35
15099,34.74,7,35
15200,36.46,7,35
15302,36.73,7,35
15404,41.12,7,35
15507,41.44,7,35
15610,42.43,7,35
15715,39.1,7,35
15817,34.97,7,35
15919,36.09,7,35
16020,34.97,7,35
16121,34.97,7,35
16222,35.57,7,35
16323,35.11,7,35
16424,35.65,7,35
16526,35.9,7,35
16627,35.62,7,35
16729,34.74,7,35
16830,36.34,7,35
16931,37.13,7,35
17034,37.99,7,35
17136,40.45,7,35
17240,37.99,7,35
17342,40.06,7,35
17445,35.44,7,35
17546,32.65,7,35
17646,31.35,7,35
17746,32.66,7,35
17847,32.15,7,35
17947,31.62,7,35
18048,31.51,7,35
18148,31.36,7,35
18248,31.48,7,35
18348,31.86,7,35
18448,31.86,7,35
18548,31.68,7,35
18648,31.62,7,35
18748,32.39,7,35
18848,32.38,7,35
18948,31.91,7,35
19048,32.4,7,35
19148,32.39,7,35
19248,31.94,7,35
19348,31.62,7,35
19448,32.13,7,35
19548,32.13,7,35
19648,32.12,7,35
19748,32.15,7,35
19848,32.23,7,35
19948,32.46,7,35
20048,33.19,7,35
20148,32.81,7,35
20248,32.65,7,35
20348,33.12,7,35
20449,32.97,7,35
20549,34.01,7,35
20651,34.1,7,35
20751,33.92,7,35
20851,33.4,7,35
20953,33.44,7,35
21053,33.44,7,35
21153,32.67,7,35
21254,33.17,7,35
21354,33.44,7,35
21454,33.44,7,35
21555,32.67,7,35
21655,32.65,7,35
21755,33.2,7,35
21856,33.02,7,35
21956,32.91,7,35
22056,32.41,7,35
22156,32.04,7,35
22256,31.89,7,35
22356,32.51,7,35
22456,32.38,7,35
22556,32.23,7,35
22656,32.14,7,35
22756,31.62,7,35
22856,32.24,7,35
22956,32.39,7,35
23056,32.38,7,35
23156,31.1,7,35
23256,31.1,7,35
23356,31.1,7,35
23456,31.1,7,35
23556,31.1,7,35
23656,31.88,7,35
23756,31.86,7,35
23856,31.86,7,35
23956,31.25,7,35
24056,31.1,7,35
24156,31.36,7,35
24256,31.94,7,35
24356,31.6,7,35
24456,31.6,7,35
24556,31.61,7,35
24656,31.61,7,35
24756,32.65,7,35
24856,32.91,7,35
24956,32.39,7,35
25056,32.04,7,35
25156,31.61,7,35
25256,32.4,7,35
25356,32.91,7,35
25456,32.93,7,35
25556,32.93,7,35
25657,32.91,7,35
25757,32.91,7,35
25858,32.91,7,35
25958,32.93,7,35
26058,32.91,7,35
26159,32.91,7,35
26259,32.65,7,35
26359,32.25,7,35
26459,31.62,7,35
26559,32.39,7,35
26659,31.61,7,35
26759,32.23,7,35
26859,32.12,7,35
26959,32.36,7,35
27059,32.12,7,35
27159,32.12,7,35
27259,32.6,7,35
27359,31.72,7,35
27459,31.49,7,35
27559,31.38,7,35
27659,31.15,7,35
27759,31.36,7,35
27859,31.1,7,35
27959,30.83,7,35
28059,31.6,7,35
28160,31.6,7,35
28260,31.31,7,35
28360,30.84,7,35
28460,30.84,7,35
28560,31.59,7,35
28660,31.35,7,35
28760,30.86,7,35
28860,31.28,7,35
28960,31.3,7,35
29060,30.59,7,35
29160,30.56,7,35
29260,30.56,7,35
29360,30.88,7,35
29460,31.36,7,35
29560,30.57,7,35
29660,30.8,7,35
29760,31.63,7,35
29860,31.88,7,35
29960,32.46,7,35
30060,32.67,7,35
30160,33.35,7,35
30261,33.17,7,35
30361,33.17,7,35
30461,33.17,7,35
30562,33.17,7,35
30662,33.17,7,35
30763,31.89,7,35
30863,32.62,7,35
30963,32.14,7,35
31063,32.57,7,35
31163,33.2,7,35
31263,33.18,7,35
31364,33.43,7,35
31464,33.44,7,35
31564,33.4,7,35
31665,33.24,7,35
31766,33.96,7,35
31866,35.07,7,35
31968,35.15,7,35
32068,35.45,7,35
32169,35.53,7,35
32271,35.18,7,35
32372,34.75,7,35
32474,34.75,7,35
32574,35.05,7,35
32675,34.59,7,35
32777,34.75,7,35
32877,34.75,7,35
32978,34.75,7,35
33079,35.02,7,35
33180,34.74,7,35
33282,34.93,7,35
33383,35.67,7,35
33484,35.67,7,35
33586,35.67,7,35
33687,34.92,7,35
33787,34.98,7,35
33889,34.49,7,35
33990,34.49,7,35
34091,34.49,7,35
34192,34.49,7,35
34292,34.99,7,35
34394,34.98,7,35
34495,34.97,7,35
34595,34.99,7,35
34697,34.97,7,35
