timestamp_ms,distance_cm,valid_samples,ground_truth
129824,38.68,7,40
129928,38.67,7,40
130030,38.67,7,40
130132,39.8,7,40
130236,39.35,7,40
130338,38.6,7,40
130442,38.42,7,40
130544,38.44,7,40
130647,38.52,7,40
130749,39.17,7,40
130852,39.37,7,40
130955,39.72,7,40
131058,39.11,7,40
131161,38.65,7,40
131264,38.67,7,40
131366,39.39,7,40
131469,39.6,7,40
131572,40.04,7,40
131676,39.34,7,40
131778,38.91,7,40
131881,38.89,7,40
131984,38.89,7,40
132086,38.91,7,40
132190,38.91,7,40
132292,38.87,7,40
132395,38.91,7,40
132498,38.91,7,40
132600,38.99,7,40
132703,39.17,7,40
132806,38.89,7,40
132909,38.87,7,40
133012,38.91,7,40
133114,38.89,7,40
133217,38.89,7,40
133320,38.9,7,40
133423,40.02,7,40
133526,39.58,7,40
133628,39.1,7,40
133732,38.67,7,40
133834,38.65,7,40
133937,38.67,7,40
134040,39.56,7,40
134142,39.35,7,40
134246,39.25,7,40
134348,38.86,7,40
134452,38.44,7,40
134554,38.42,7,40
134657,38.58,7,40
134759,39.16,7,40
134862,39.35,7,40
134965,39.56,7,40
135068,38.68,7,40
135171,38.75,7,40
135273,39.3,7,40
135376,39.58,7,40
135479,39.6,7,40
135582,39.58,7,40
135686,40.02,7,40
135788,38.9,7,40
135891,38.89,7,40
135994,38.89,7,40
136097,38.91,7,40
136200,38.89,7,40
136302,38.87,7,40
136406,38.9,7,40
136508,38.89,7,40
136610,39.23,7,40
136714,38.91,7,40
136816,38.89,7,40
136919,38.91,7,40
137022,38.91,7,40
137124,39.72,7,40
137228,39.55,7,40
137330,38.94,7,40
137434,38.68,7,40
137536,38.67,7,40
137638,38.67,7,40
137742,38.67,7,40
137844,39.63,7,40
137948,39.08,7,40
138050,38.87,7,40
138152,39.36,7,40
138256,39.12,7,40
138358,38.68,7,40
138462,38.67,7,40
138564,39.1,7,40
138667,39.14,7,40
138770,39.47,7,40
138872,39.6,7,40
138976,39.59,7,40
139079,38.91,7,40
139182,38.88,7,40
139284,38.9,7,40
139387,39.15,7,40
139490,39.33,7,40
139593,39.79,7,40
139696,40.19,7,40
139799,40.13,7,40
139902,40.56,7,40
140006,40.28,7,40
140109,39.91,7,40
140213,39.82,7,40
140315,39.84,7,40
140419,39.52,7,40
140522,39.34,7,40
140624,38.9,7,40
140728,38.9,7,40
140830,38.9,7,40
140933,40.02,7,40
141036,39.58,7,40
141139,39.12,7,40
141242,38.68,7,40
141345,38.68,7,40
141448,38.68,7,40
141550,39.82,7,40
141654,39.82,7,40
141757,39.82,7,40
141859,39.84,7,40
141963,39.82,7,40
142066,38.67,7,40
142169,38.65,7,40
142271,38.77,7,40
142374,39.39,7,40
142477,39.95,7,40
142580,38.88,7,40
142683,38.89,7,40
142786,38.91,7,40
142888,39.26,7,40
142991,39.38,7,40
143094,39.8,7,40
143198,40.01,7,40
143300,40.29,7,40
143404,40.47,7,40
143507,40.28,7,40
143610,39.61,7,40
143714,39.12,7,40
143816,39.13,7,40
143920,39.98,7,40
144023,40.29,7,40
144126,40.01,7,40
144229,39.84,7,40
144332,39.82,7,40
144436,39.82,7,40
144539,39.82,7,40
144642,39.36,7,40
144745,38.91,7,40
144847,38.89,7,40
144950,38.91,7,40
145053,38.91,7,40
145156,40.05,7,40
145259,39.59,7,40
145362,39.3,7,40
145465,38.75,7,40
145568,38.68,7,40
145671,38.67,7,40
145773,38.65,7,40
145875,38.67,7,40
145979,38.67,7,40
146081,38.67,7,40
146184,38.65,7,40
146286,38.65,7,40
146390,39.12,7,40
146492,39.58,7,40
146595,39.84,7,40
146698,38.85,7,40
146801,38.9,7,40
146904,38.98,7,40
147006,39.63,7,40
147109,39.82,7,40
147213,40.0,7,40
147315,40.28,7,40
147419,40.28,7,40
147522,40.12,7,40
147625,39.14,7,40
147729,39.14,7,40
147831,39.12,7,40
147935,40.37,7,40
148038,40.09,7,40
148142,39.81,7,40
148244,39.37,7,40
148347,39.07,7,40
148450,38.88,7,40
148553,38.9,7,40
148656,38.88,7,40
148758,38.9,7,40
148861,40.0,7,40
148965,39.59,7,40
149067,38.75,7,40
149171,38.66,7,40
149273,38.67,7,40
149376,39.35,7,40
149479,39.53,7,40
149581,39.36,7,40
149685,39.34,7,40
149787,39.54,7,40
149891,38.67,7,40
149993,38.65,7,40
150095,39.3,7,40
150199,39.86,7,40
150301,39.14,7,40
150405,38.88,7,40
150507,38.88,7,40
150610,38.91,7,40
150713,39.35,7,40
150816,39.56,7,40
150919,39.81,7,40
151022,39.82,7,40
151126,40.0,7,40
151228,40.28,7,40
151331,40.28,7,40
151435,40.26,7,40
151538,40.28,7,40
151642,40.28,7,40
151745,39.89,7,40
151848,39.63,7,40
151951,39.01,7,40
152054,38.91,7,40
152157,38.89,7,40
152259,39.81,7,40
152363,39.86,7,40
152466,39.58,7,40
152569,39.03,7,40
152672,38.65,7,40
152774,38.89,7,40
152878,39.82,7,40
152980,39.84,7,40
153083,39.61,7,40
153187,39.82,7,40
153289,39.59,7,40
153393,38.66,7,40
153495,38.68,7,40
153598,39.04,7,40
153701,39.59,7,40
153804,39.14,7,40
153907,38.89,7,40
154009,38.91,7,40
154113,38.99,7,40
154215,39.35,7,40
154318,39.81,7,40
154421,39.9,7,40
154524,39.57,7,40
154628,39.12,7,40
154730,39.14,7,40
154833,39.12,7,40
154936,39.12,7,40
155039,39.77,7,40
155142,39.14,7,40
155245,39.1,7,40
155347,39.4,7,40
155451,39.58,7,40
155553,39.49,7,40
155657,39.12,7,40
155760,39.14,7,40
155863,39.4,7,40
155966,39.14,7,40
156068,39.12,7,40
156171,39.12,7,40
156274,39.11,7,40
156377,39.14,7,40
156480,39.69,7,40
156582,40.28,7,40
156686,39.84,7,40
156789,39.41,7,40
156893,38.91,7,40
156995,38.87,7,40
157097,38.91,7,40
157201,38.91,7,40
157303,40.03,7,40
157407,39.59,7,40
157510,39.04,7,40
157613,38.66,7,40
157715,38.66,7,40
157818,38.66,7,40
157921,38.67,7,40
158023,39.19,7,40
158126,39.61,7,40
158229,40.06,7,40
158332,39.59,7,40
158436,38.91,7,40
158538,38.99,7,40
158641,39.9,7,40
158744,39.89,7,40
158848,39.12,7,40
158950,39.12,7,40
159053,39.14,7,40
159156,39.12,7,40
159259,39.58,7,40
159362,39.59,7,40
159465,39.59,7,40
159567,39.6,7,40
159671,39.59,7,40
159774,39.58,7,40
159877,39.57,7,40
159980,39.58,7,40
160083,39.58,7,40
160186,39.58,7,40
160289,39.2,7,40
160392,39.14,7,40
160495,40.44,7,40
160599,40.0,7,40
160702,39.82,7,40
160804,39.36,7,40
160908,38.89,7,40
161010,38.89,7,40
161114,38.9,7,40
161216,39.86,7,40
161319,39.39,7,40
161422,39.12,7,40
161525,38.76,7,40
161628,38.66,7,40
161730,38.67,7,40
161833,38.67,7,40
161936,39.1,7,40
162038,39.4,7,40
162142,39.75,7,40
162244,39.37,7,40
162348,38.89,7,40
162450,38.91,7,40
162553,38.91,7,40
162656,39.34,7,40
162759,39.82,7,40
162862,39.84,7,40
162965,40.29,7,40
163068,40.37,7,40
163172,40.09,7,40
163275,39.13,7,40
163378,39.12,7,40
163481,39.14,7,40
163584,39.13,7,40
163687,39.14,7,40
163789,39.45,7,40
163893,40.37,7,40
163996,40.09,7,40
164099,39.73,7,40
164202,39.08,7,40
164305,38.91,7,40
164408,39.13,7,40
164510,39.7,7,40
164614,39.3,7,40
164717,38.67,7,40
164819,38.65,7,40
164922,38.66,7,40
165024,39.82,7,40
165128,39.82,7,40
165231,39.8,7,40
165334,39.13,7,40
165437,38.66,7,40
165539,38.66,7,40
165642,38.68,7,40
165745,39.11,7,40
165848,39.59,7,40
165951,39.95,7,40
166054,39.36,7,40
166157,38.89,7,40
166259,38.9,7,40
166363,39.24,7,40
166465,39.8,7,40
166568,40.19,7,40
166672,40.35,7,40
166775,39.12,7,40
166878,39.12,7,40
166981,39.56,7,40
167084,39.58,7,40
167187,39.39,7,40
167289,39.14,7,40
167393,39.12,7,40
167495,39.14,7,40
167599,40.21,7,40
167702,40.18,7,40
167805,39.82,7,40
167908,39.08,7,40
168011,38.91,7,40
168114,38.87,7,40
168216,39.95,7,40
168320,39.38,7,40
168423,38.68,7,40
168525,38.65,7,40
168628,39.4,7,40
168731,39.36,7,40
168834,39.36,7,40
168937,39.54,7,40
169039,38.9,7,40
169143,38.68,7,40
169245,38.66,7,40
169348,38.65,7,40
169451,38.78,7,40
169553,39.49,7,40
169656,39.94,7,40
169759,38.9,7,40
169863,38.91,7,40
169965,38.88,7,40
170067,38.89,7,40
170171,39.38,7,40
170273,39.82,7,40
170377,39.79,7,40
170479,40.29,7,40
170583,40.28,7,40
170686,40.27,7,40
170789,40.28,7,40
170893,40.28,7,40
170996,40.47,7,40
171100,39.14,7,40
171203,39.14,7,40
171305,39.1,7,40
171408,39.12,7,40
171511,40.37,7,40
171615,40.19,7,40
171718,39.8,7,40
171821,39.36,7,40
171924,38.89,7,40
172026,38.89,7,40
172130,39.34,7,40
172232,39.68,7,40
172336,39.13,7,40
172438,38.67,7,40
172541,38.66,7,40
172644,38.66,7,40
172746,39.8,7,40
172850,39.73,7,40
172953,39.36,7,40
173056,39.36,7,40
173159,39.71,7,40
173261,38.67,7,40
173365,38.67,7,40
173467,38.66,7,40
173570,39.3,7,40
173673,39.59,7,40
173775,39.76,7,40
173879,40.02,7,40
173982,38.91,7,40
174085,38.87,7,40
174187,38.91,7,40
174290,38.91,7,40
174393,39.33,7,40
174496,39.7,7,40
174599,40.08,7,40
174702,40.28,7,40
174806,40.56,7,40
174909,40.09,7,40
175012,39.75,7,40
175115,40.56,7,40
175218,40.28,7,40
175322,40.28,7,40
175425,40.19,7,40
175528,39.82,7,40
175632,39.45,7,40
175735,38.91,7,40
175838,39.34,7,40
175940,39.61,7,40
176044,39.28,7,40
176147,38.77,7,40
176249,38.66,7,40
176352,38.66,7,40
176455,39.82,7,40
176558,39.35,7,40
176661,39.54,7,40
176763,39.35,7,40
176867,38.66,7,40
176969,38.66,7,40
177073,39.33,7,40
177175,39.58,7,40
177278,39.61,7,40
177381,40.05,7,40
177484,38.91,7,40
177588,38.91,7,40
177690,38.89,7,40
177793,38.89,7,40
177896,39.25,7,40
177998,39.44,7,40
178102,39.8,7,40
178204,39.82,7,40
178308,39.8,7,40
178411,39.81,7,40
178513,39.82,7,40
178617,39.82,7,40
178720,39.8,7,40
178824,39.37,7,40
178926,38.89,7,40
179028,38.89,7,40
179132,38.91,7,40
179234,38.89,7,40
179337,39.58,7,40
179440,39.67,7,40
179544,39.13,7,40
179646,38.67,7,40
179749,38.67,7,40
179852,39.57,7,40
179954,39.84,7,40
180058,39.73,7,40
180161,39.59,7,40
180263,38.68,7,40
180367,38.67,7,40
180469,38.84,7,40
180572,39.58,7,40
180675,39.85,7,40
180779,38.89,7,40
180881,38.87,7,40
180983,38.89,7,40
181087,39.09,7,40
181189,39.63,7,40
181293,40.01,7,40
181395,40.29,7,40
181498,40.37,7,40
181602,40.35,7,40
181705,40.26,7,40
181809,40.26,7,40
181912,39.84,7,40
182016,39.51,7,40
182118,39.1,7,40
182221,38.89,7,40
182324,38.89,7,40
182427,39.14,7,40
182530,39.93,7,40
182633,39.49,7,40
182735,38.68,7,40
182839,38.67,7,40
182941,39.8,7,40
183045,39.54,7,40
183147,39.36,7,40
183250,39.5,7,40
183353,38.67,7,40
183456,38.68,7,40
183559,38.75,7,40
183661,39.4,7,40
183764,39.93,7,40
183867,38.91,7,40
183970,38.89,7,40
184073,39.63,7,40
184176,39.82,7,40
184280,40.28,7,40
184382,40.28,7,40
184485,40.62,7,40
184589,39.77,7,40
184692,39.12,7,40
184796,39.45,7,40
184898,40.42,7,40
185001,40.54,7,40
185105,40.27,7,40
185208,40.08,7,40
185312,39.82,7,40
185415,39.44,7,40
185518,39.17,7,40
185621,38.89,7,40
185723,38.89,7,40
185827,39.57,7,40
185929,39.61,7,40
186033,39.59,7,40
186136,39.57,7,40
186238,39.59,7,40
186342,39.54,7,40
186444,39.84,7,40
186548,40.05,7,40
186651,40.05,7,40
186755,39.33,7,40
186857,38.91,7,40
186960,39.33,7,40
187063,38.91,7,40
187166,39.13,7,40
187269,39.11,7,40
187372,39.82,7,40
187474,40.05,7,40
187578,40.05,7,40
187681,40.05,7,40
187785,40.06,7,40
187888,39.93,7,40
187991,39.95,7,40
188094,39.58,7,40
188197,39.58,7,40
188300,39.12,7,40
188403,39.14,7,40
188506,39.46,7,40
188609,39.58,7,40
188711,39.58,7,40
188815,39.58,7,40
188918,39.6,7,40
189021,39.57,7,40
189124,39.54,7,40
189227,39.6,7,40
189330,39.56,7,40
189433,39.58,7,40
189536,39.6,7,40
189639,39.4,7,40
189743,39.31,7,40
189845,39.12,7,40
189947,39.14,7,40
190051,39.13,7,40
190153,39.03,7,40
190257,38.67,7,40
190359,38.65,7,40
190461,38.65,7,40
190565,38.68,7,40
190667,38.68,7,40
190770,38.65,7,40
190872,38.67,7,40
190976,39.04,7,40
191078,39.0,7,40
191180,38.69,7,40
191284,38.67,7,40
191386,38.66,7,40
191489,38.65,7,40
191591,38.77,7,40
191694,39.04,7,40
191797,38.72,7,40
191899,38.67,7,40
192003,38.67,7,40
192105,38.65,7,40
192207,38.65,7,40
192310,38.67,7,40
192413,38.68,7,40
192516,38.67,7,40
192618,38.66,7,40
192720,38.67,7,40
192824,38.67,7,40
192926,38.65,7,40
193029,38.65,7,40
193131,38.67,7,40
193234,38.68,7,40
193337,38.67,7,40
193439,38.65,7,40
193542,38.68,7,40
193645,38.68,7,40
193747,38.68,7,40
193850,38.65,7,40
193952,38.67,7,40
194056,38.68,7,40
194158,38.67,7,40
194260,38.65,7,40
194363,38.67,7,40
194466,38.68,7,40
194569,38.67,7,40
194671,38.65,7,40
194774,38.67,7,40
194877,38.68,7,40
194979,38.66,7,40
195082,38.65,7,40
195184,38.67,7,40
195288,39.59,7,40
195390,39.82,7,40
195493,39.8,7,40
195597,39.53,7,40
195699,39.37,7,40
195803,39.36,7,40
195905,39.1,7,40
196008,39.33,7,40
196111,39.37,7,40
196214,39.36,7,40
196317,39.38,7,40
196420,39.35,7,40
196524,39.44,7,40
196626,39.35,7,40
196729,39.37,7,40
196832,39.37,7,40
196935,39.36,7,40
197038,39.38,7,40
197141,39.35,7,40
197243,39.35,7,40
197347,38.98,7,40
197449,38.91,7,40
197553,38.91,7,40
197655,38.89,7,40
197757,38.79,7,40
197861,38.44,7,40
197963,38.44,7,40
198066,38.41,7,40
198168,38.42,7,40
198270,38.44,7,40
198374,38.45,7,40
198476,38.45,7,40
198579,38.43,7,40
198681,38.42,7,40
198784,38.42,7,40
198886,38.43,7,40
198989,38.43,7,40
199092,38.42,7,40
199194,38.45,7,40
199297,38.42,7,40
199399,38.43,7,40
199501,38.44,7,40
199605,38.44,7,40
199707,38.44,7,40
199810,38.44,7,40
199912,38.43,7,40
200014,38.43,7,40
200117,38.45,7,40
200220,38.45,7,40
200323,38.44,7,40
200425,38.44,7,40
200527,38.43,7,40
200630,38.43,7,40
200732,38.45,7,40
200836,38.43,7,40
200938,38.44,7,40
201040,38.44,7,40
201143,38.43,7,40
201245,38.43,7,40
201348,38.44,7,40
201451,38.45,7,40
201553,38.45,7,40
201656,38.44,7,40
201758,38.42,7,40
201861,38.43,7,40
201963,38.44,7,40
202066,38.44,7,40
202169,38.44,7,40
202271,38.45,7,40
202374,38.45,7,40
202476,38.41,7,40
202578,38.43,7,40
202681,38.45,7,40
202784,38.44,7,40
202887,38.44,7,40
202989,38.45,7,40
203091,38.4,7,40
203194,38.43,7,40
203296,38.45,7,40
203400,38.43,7,40
203502,38.44,7,40
203604,38.44,7,40
203707,38.42,7,40
203809,38.43,7,40
203912,38.45,7,40
204015,38.45,7,40
204118,38.44,7,40
204220,38.44,7,40
204322,38.43,7,40
204425,38.42,7,40
204527,38.45,7,40
204631,38.44,7,40
204733,38.43,7,40
204835,38.45,7,40
204938,38.42,7,40
0,43.46,7,45
100,43.05,7,45
203,43.22,7,45
308,44.13,7,45
413,43.5,7,45
518,43.42,7,45
622,43.34,7,45
727,43.54,7,45
831,43.78,7,45
935,43.52,7,45
1040,43.6,7,45
1144,43.76,7,45
1250,44.28,7,45
1354,44.41,7,45
1459,43.61,7,45
1564,43.31,7,45
1669,44.3,7,45
1773,43.57,7,45
1878,44.05,7,45
1983,44.73,7,45
2087,44.82,7,45
2193,44.82,7,45
2298,44.82,7,45
2403,44.66,7,45
2508,44.1,7,45
2613,44.01,7,45
2717,44.03,7,45
2823,44.07,7,45
2927,44.47,7,45
3033,44.43,7,45
3137,44.49,7,45
3243,44.82,7,45
3347,44.82,7,45
3452,44.41,7,45
3558,44.44,7,45
3662,44.42,7,45
3767,44.44,7,45
3872,44.26,7,45
3977,44.03,7,45
4082,44.03,7,45
4187,44.01,7,45
4291,44.28,7,45
4397,44.17,7,45
4501,44.01,7,45
4606,44.03,7,45
4711,44.01,7,45
4815,44.12,7,45
4920,44.43,7,45
5025,44.42,7,45
5130,44.05,7,45
5235,44.01,7,45
5340,44.44,7,45
5445,44.82,7,45
5550,44.82,7,45
5655,44.82,7,45
5760,44.44,7,45
5865,44.42,7,45
5970,44.52,7,45
6075,44.42,7,45
6180,44.43,7,45
6285,44.25,7,45
6389,44.03,7,45
6495,44.02,7,45
6599,44.09,7,45
6705,44.03,7,45
6809,44.01,7,45
6914,43.69,7,45
7018,43.62,7,45
7123,44.03,7,45
7228,45.02,7,45
7333,44.61,7,45
7438,44.27,7,45
7543,45.21,7,45
7648,44.84,7,45
7753,44.8,7,45
7859,44.82,7,45
7963,44.59,7,45
8069,44.41,7,45
8173,44.44,7,45
8279,44.44,7,45
8383,44.43,7,45
8488,44.58,7,45
8593,44.68,7,45
8698,44.5,7,45
8804,44.44,7,45
8908,44.42,7,45
9014,44.52,7,45
9118,44.74,7,45
9224,44.49,7,45
9328,44.41,7,45
9434,44.43,7,45
9538,44.66,7,45
9644,44.82,7,45
9748,44.59,7,45
9853,44.81,7,45
9959,44.42,7,45
10063,44.81,7,45
10169,44.43,7,45
10273,44.82,7,45
10379,44.58,7,45
10484,45.0,7,45
10589,44.81,7,45
10694,44.83,7,45
10800,44.9,7,45
10904,45.06,7,45
11010,44.57,7,45
11115,44.49,7,45
11219,44.68,7,45
11325,44.88,7,45
11430,45.21,7,45
11536,44.43,7,45
11640,44.34,7,45
11746,44.6,7,45
11850,45.0,7,45
11956,44.74,7,45
12061,44.78,7,45
12166,44.47,7,45
12271,44.88,7,45
12377,45.47,7,45
12482,45.07,7,45
12587,44.99,7,45
12692,45.16,7,45
12797,44.64,7,45
12903,45.06,7,45
13007,44.81,7,45
13113,45.22,7,45
13218,44.63,7,45
13324,44.21,7,45
13428,45.18,7,45
13534,45.01,7,45
13639,44.58,7,45
13744,44.78,7,45
13849,44.68,7,45
13955,44.88,7,45
14060,45.22,7,45
14164,44.44,7,45
14270,45.16,7,45
14375,44.93,7,45
14480,44.37,7,45
14585,44.65,7,45
14691,44.52,7,45
14795,44.57,7,45
14901,44.68,7,45
15005,44.93,7,45
15111,44.68,7,45
15216,44.42,7,45
15321,44.68,7,45
15426,44.65,7,45
15532,44.43,7,45
15636,44.71,7,45
15741,44.76,7,45
15847,44.74,7,45
15951,45.13,7,45
16057,44.74,7,45
16162,44.98,7,45
16267,44.84,7,45
16372,44.57,7,45
16478,44.5,7,45
16582,44.84,7,45
16688,44.79,7,45
16793,44.51,7,45
16898,44.41,7,45
17003,44.39,7,45
17107,44.49,7,45
17213,44.82,7,45
17318,44.97,7,45
17423,45.22,7,45
17528,45.3,7,45
17634,44.82,7,45
17739,44.5,7,45
17844,44.52,7,45
17949,44.84,7,45
18055,44.56,7,45
18159,44.42,7,45
18265,44.42,7,45
18369,44.84,7,45
18475,45.95,7,45
18580,45.82,7,45
18685,45.81,7,45
18791,45.83,7,45
18896,45.76,7,45
19002,45.42,7,45
19107,45.75,7,45
19213,45.75,7,45
19319,45.67,7,45
19425,45.46,7,45
19530,45.67,7,45
19636,45.83,7,45
19741,45.83,7,45
19847,47.34,7,45
19952,46.93,7,45
20059,45.73,7,45
20164,45.41,7,45
20270,45.67,7,45
20375,45.45,7,45
20481,45.67,7,45
20586,45.59,7,45
20691,45.83,7,45
20797,45.72,7,45
20902,44.74,7,45
21008,44.42,7,45
21112,44.81,7,45
21218,44.82,7,45
21323,44.84,7,45
21428,45.23,7,45
21533,45.23,7,45
21639,45.22,7,45
21744,45.23,7,45
21850,45.23,7,45
21955,45.25,7,45
22060,45.45,7,45
22165,45.54,7,45
22270,45.37,7,45
22376,45.23,7,45
22481,44.82,7,45
22587,44.8,7,45
22691,44.45,7,45
22797,44.41,7,45
22901,44.44,7,45
23007,44.58,7,45
23112,44.83,7,45
23217,45.1,7,45
23322,46.22,7,45
23428,45.83,7,45
23534,45.83,7,45
23640,45.58,7,45
23745,45.42,7,45
23851,45.42,7,45
23955,45.45,7,45
24060,45.67,7,45
24166,45.83,7,45
24271,45.83,7,45
24378,46.06,7,45
24483,45.65,7,45
24589,44.5,7,45
24693,44.59,7,45
24799,44.82,7,45
24904,44.82,7,45
25009,44.93,7,45
25114,45.22,7,45
25220,45.1,7,45
25325,45.55,7,45
25431,45.23,7,45
25536,45.23,7,45
25641,45.23,7,45
25746,45.23,7,45
25851,45.23,7,45
25957,44.98,7,45
26062,44.82,7,45
26168,44.44,7,45
26272,44.67,7,45
26378,44.81,7,45
26482,44.82,7,45
26588,44.82,7,45
26693,44.66,7,45
26798,44.82,7,45
26903,44.82,7,45
27009,44.83,7,45
27113,44.85,7,45
27218,45.39,7,45
27324,46.14,7,45
27429,45.81,7,45
27535,45.83,7,45
27640,45.85,7,45
27746,45.83,7,45
27852,45.83,7,45
27958,45.83,7,45
28063,45.67,7,45
28169,44.8,7,45
28273,44.6,7,45
28379,44.83,7,45
28484,44.83,7,45
28589,45.21,7,45
28694,44.7,7,45
28800,44.22,7,45
28904,44.24,7,45
29009,44.21,7,45
29114,44.24,7,45
29219,44.52,7,45
29324,45.29,7,45
29429,44.8,7,45
29535,44.8,7,45
29640,44.82,7,45
29745,44.82,7,45
29850,44.82,7,45
29956,44.82,7,45
30060,44.82,7,45
30166,44.82,7,45
30271,44.82,7,45
30375,44.57,7,45
30481,44.82,7,45
30586,44.8,7,45
30691,44.8,7,45
30796,44.66,7,45
30902,44.83,7,45
31006,44.58,7,45
31112,44.82,7,45
31216,44.82,7,45
31322,44.73,7,45
31427,44.81,7,45
31532,44.51,7,45
31637,44.41,7,45
31742,44.49,7,45
31847,44.49,7,45
31952,44.82,7,45
32057,44.92,7,45
32162,45.22,7,45
32268,45.44,7,45
32373,45.23,7,45
32479,45.23,7,45
32584,45.23,7,45
32689,44.84,7,45
32794,44.73,7,45
32900,44.57,7,45
33004,44.84,7,45
33110,44.82,7,45
33215,44.74,7,45
33319,44.68,7,45
33425,44.82,7,45
33530,45.15,7,45
33635,45.3,7,45
33740,45.53,7,45
33846,45.15,7,45
33951,44.79,7,45
34057,44.82,7,45
34161,44.76,7,45
34267,44.4,7,45
34372,44.66,7,45
34477,44.41,7,45
34582,44.41,7,45
34686,44.82,7,45
34792,44.82,7,45
34897,44.79,7,45
35002,44.83,7,45
35107,44.81,7,45
35213,44.82,7,45
35317,44.85,7,45
35423,44.82,7,45
35528,44.81,7,45
35633,44.82,7,45
35738,44.81,7,45
35844,44.89,7,45
35949,45.21,7,45
36054,45.21,7,45
36159,45.3,7,45
36264,45.15,7,45
36370,44.21,7,45
36474,44.23,7,45
36580,45.06,7,45
36685,45.46,7,45
36791,45.17,7,45
36895,44.22,7,45
37001,44.19,7,45
37105,44.19,7,45
37211,44.06,7,45
37315,44.2,7,45
37420,44.22,7,45
37525,44.21,7,45
37629,45.31,7,45
37735,44.82,7,45
37840,44.82,7,45
37946,45.22,7,45
38050,45.47,7,45
38156,44.22,7,45
38261,44.19,7,45
38366,44.12,7,45
38471,44.23,7,45
38576,44.21,7,45
38680,44.23,7,45
38786,44.49,7,45
38891,45.21,7,45
38995,45.2,7,45
39101,45.2,7,45
39206,45.21,7,45
39312,45.55,7,45
39417,45.62,7,45
39523,44.5,7,45
39627,44.24,7,45
39733,44.22,7,45
39837,45.6,7,45
39943,45.15,7,45
40048,44.82,7,45
40154,44.82,7,45
40258,44.84,7,45
40364,44.82,7,45
40469,44.82,7,45
40573,44.68,7,45
40679,44.42,7,45
40784,44.51,7,45
40889,44.8,7,45
40994,44.82,7,45
41099,44.82,7,45
41204,44.82,7,45
41310,44.82,7,45
41414,44.82,7,45
41520,44.81,7,45
41625,44.44,7,45
41730,44.43,7,45
41835,44.41,7,45
41939,44.44,7,45
42045,44.82,7,45
42150,44.82,7,45
42255,45.0,7,45
42360,45.22,7,45
42466,45.23,7,45
42571,45.06,7,45
42677,44.81,7,45
42781,44.84,7,45
42887,44.82,7,45
42992,45.22,7,45
43098,45.31,7,45
43203,44.78,7,45
43308,44.21,7,45
43413,44.23,7,45
43517,44.21,7,45
43623,44.92,7,45
43727,45.2,7,45
43833,45.21,7,45
43938,44.97,7,45
44044,44.79,7,45
44148,44.84,7,45
44254,44.51,7,45
44359,44.39,7,45
44464,44.39,7,45
44569,44.41,7,45
44674,44.43,7,45
44779,44.73,7,45
44883,44.83,7,45
44989,45.1,7,45
45094,44.82,7,45
45200,44.82,7,45
45304,46.21,7,45
45411,45.81,7,45
45516,45.99,7,45
45622,45.99,7,45
45727,45.81,7,45
45833,45.81,7,45
45938,45.8,7,45
46044,45.81,7,45
46149,45.82,7,45
46256,45.83,7,45
46361,45.82,7,45
46467,45.82,7,45
46572,45.83,7,45
46678,45.83,7,45
46783,45.82,7,45
46888,45.82,7,45
46994,45.8,7,45
47099,45.8,7,45
47205,45.79,7,45
47310,45.83,7,45
47416,45.83,7,45
47522,45.85,7,45
47628,46.23,7,45
47733,45.1,7,45
47839,44.8,7,45
47943,44.75,7,45
48049,44.82,7,45
48154,44.39,7,45
48259,44.47,7,45
48364,44.8,7,45
48468,44.86,7,45
48574,45.22,7,45
48679,45.22,7,45
48785,45.23,7,45
48890,45.63,7,45
48996,44.71,7,45
49100,44.21,7,45
49206,44.2,7,45
49310,44.21,7,45
49416,44.24,7,45
49520,44.22,7,45
49626,44.23,7,45
49730,44.21,7,45
49835,44.39,7,45
49940,44.7,7,45
50045,44.99,7,45
50150,45.02,7,45
50255,45.02,7,45
50361,45.02,7,45
50466,44.23,7,45
50571,45.0,7,45
50676,44.83,7,45
50781,44.61,7,45
50886,44.2,7,45
50992,44.24,7,45
51096,44.21,7,45
51201,44.23,7,45
51306,44.21,7,45
51410,44.24,7,45
51516,44.22,7,45
51620,44.21,7,45
51726,44.22,7,45
51830,44.24,7,45
51936,45.31,7,45
52041,45.21,7,45
52146,45.21,7,45
52251,45.21,7,45
52357,44.83,7,45
52462,44.82,7,45
52568,44.8,7,45
52672,44.58,7,45
52777,44.49,7,45
52882,44.43,7,45
52987,44.65,7,45
53093,44.82,7,45
53197,44.8,7,45
53303,44.58,7,45
53407,44.82,7,45
53513,45.1,7,45
53618,46.21,7,45
53724,45.8,7,45
53829,45.82,7,45
53935,45.82,7,45
54041,45.8,7,45
54147,45.58,7,45
54252,45.42,7,45
54358,45.51,7,45
54463,45.42,7,45
54568,45.5,7,45
54673,45.5,7,45
54778,45.81,7,45
54885,47.59,7,45
54990,47.63,7,45
55097,47.6,7,45
55203,47.62,7,45
55310,47.62,7,45
55415,47.62,7,45
55522,47.63,7,45
55628,47.63,7,45
55735,47.62,7,45
55841,47.54,7,45
55947,47.6,7,45
56053,47.62,7,45
56160,47.63,7,45
56266,47.62,7,45
56373,47.63,7,45
56479,48.01,7,45
56585,48.04,7,45
56691,48.39,7,45
